Initial number,Requirement,Context (Keywords),Name of Doc,Sec / Not Sec,Labeled by,Comments,
6410,The Clarus system shall enable environmental data queries by location reference.,Qualified Environmental Data Services (QEDS),2005 - clarus low.pdf,0,Руфина,,
6413,The Clarus system shall enable environmental data queries by quality.,Qualified Environmental Data Services (QEDS),2005 - clarus low.pdf,0,Руфина,,
6415,The Clarus system shall enable environmental data queries by source.,Qualified Environmental Data Services (QEDS),2005 - clarus low.pdf,0,Руфина,,
6408,The Clarus system shall enable environmental data queries by timestamp.,Qualified Environmental Data Services (QEDS),2005 - clarus low.pdf,0,Руфина,,
6376,The Clarus system shall enable quality managers to review which quality checks passed or failed.,Qualified Environmental Data Services (QEDS),2005 - clarus low.pdf,0,Руфина,,
3073,The Clarus system shall enable system administrators to manage security groups.,Functional Requirements,clarus high.doc,0,Кирилл,,
3116,The Clarus system shall have a minimum of one system administrator.,Performancee Requirments,clarus high.doc,0,Кирилл,,
3053,The Clarus system shall implement continuous quality control processes.,Functional Requirements,clarus high.doc,0,Кирилл,,
6484,The Clarus system shall implement quality checking processes as soon as data become available.,Schedule Service (SS),2005 - clarus low.pdf,0,Руфина,,
6486,The Clarus system shall log data transactions.,Schedule Service (SS),2005 - clarus low.pdf,0,Руфина,,
6349,The Clarus system shall maintain a dynamic library of data for at least seven days.,Qualified Environmental Data (QEDC),2005 - clarus low.pdf,0,Руфина,,
6222,The Clarus system shall manage environmental data and metadata according to the Clarus data sharing agreements.,Configuration & Administration User Interface (CAUI),2005 - clarus low.pdf,0,Руфина,,
3103,"The Clarus system shall manage system user privileges according to the Clarus data sharing agreements.MHIA “user” in this context is anyone who directly touches the system (for example, a collector providing data or a service provider retrieving data).",Functional Interface Requirements,clarus high.doc,0,Кирилл,,
6247,The Clarus system shall minimize the time for data acquisition.,Collector Services (CS),2005 - clarus low.pdf,0,Руфина,,
6381,The Clarus system shall minimize the time for data dissemination.,Qualified Environmental Data Services (QEDS),2005 - clarus low.pdf,0,Руфина,,
6448,The Clarus system shall not modify original observations.,Quality Checking Services (QChS),2005 - clarus low.pdf,0,Руфина,,
3072,The Clarus system shall not require approval to request environmental data.,Functional Requirements,clarus high.doc,0,Кирилл,,
6471,The Clarus system shall process data as they are received.,Quality Checking Services (QChS),2005 - clarus low.pdf,0,Руфина,,
6217,The Clarus system shall provide a user interface for administration.,Configuration & Administration User Interface (CAUI),2005 - clarus low.pdf,0,Руфина,,
3102,The Clarus system shall provide a user interface for system administration.,Functional Interface Requirements,clarus high.doc,0,Кирилл,,
6439,The Clarus system shall provide environmental data quality flags.,Quality Checking Services (QChS),2005 - clarus low.pdf,0,Руфина,,
3055,The Clarus system shall provide notification of data quality conditions to data collectors.,Functional Requirements,clarus high.doc,0,Кирилл,,
6442,The Clarus system shall provide notification of data quality conditions to data contributors.,Quality Checking Services (QChS),2005 - clarus low.pdf,0,Руфина,,
6188,The Clarus system shall record statistics about its operation.,Configuration & Administration Service (CAS),2005 - clarus low.pdf,0,Руфина,,
6452,The Clarus system shall record the methods applied when deriving quality checking information.,Quality Checking Services (QChS),2005 - clarus low.pdf,0,Руфина,,
3059,The Clarus system shall record the methods applied when deriving quality control information.,Functional Requirements,clarus high.doc,0,Кирилл,,
6344,The Clarus system shall respond to a request for information within five minutes.,Environmental Metadata Services (EMS),2005 - clarus low.pdf,0,Руфина,,
6429,The Clarus system shall respond to a request for information within one minute.,Qualified Environmental Data Services (QEDS),2005 - clarus low.pdf,0,Руфина,,
6405,The Clarus system shall respond to queries for environmental data from the available data.,Qualified Environmental Data Services (QEDS),2005 - clarus low.pdf,0,Руфина,,
6341,The Clarus system shall respond to queries for environmental metadata from the available metadata.,Environmental Metadata Services (EMS),2005 - clarus low.pdf,0,Руфина,,
6357,The Clarus system shall support 470 million current observations.,Qualified Environmental Data (QEDC),2005 - clarus low.pdf,0,Руфина,,
6501,The Clarus system shall support modular components.,Program Requirements,2005 - clarus low.pdf,0,Руфина,,
6492,The Clarus system shall track its constituent hosts.,Program Requirements,2005 - clarus low.pdf,0,Руфина,,
6488,The Clarus system shall transfer data as efficiently as possible.,Schedule Service (SS),2005 - clarus low.pdf,0,Руфина,,
6503,The Clarus system shall use Coordinated Universal Time (UTC) for all timestamps.,Program Requirements,2005 - clarus low.pdf,0,Руфина,,
6497,The Clarus system shall use hardware that implements industry accepted standard interfaces.,Program Requirements,2005 - clarus low.pdf,0,Руфина,,
6498,The Clarus system shall use software that implements industry accepted standard interfaces.,Program Requirements,2005 - clarus low.pdf,0,Руфина,,
6023,The client computer must have a display device capable of display of 16.7 million colors or greater.,External Interface Requirements,2004 - colorcast.pdf,0,Руфина,,
6016,The client computer should match or exceed the system requirements specified for the web browser intended for use with the client application.,Overall Description ,2004 - colorcast.pdf,0,Руфина,,
6027,The closest colors tool requires the presence of the software color search module.,System Features,2004 - colorcast.pdf,0,Руфина,,
1540,"The cluster decides whether it is even open for job submissions, and whether the user that is trying to submit job is a valid user or not.",Functionality. Submit Job,libra.doc,0,Кирилл,,
4920,The CMCS processors shall be capable of meeting all data processing deadlines and anticipated future requirements,Performance Requirements,2002 - evla corr.pdf,0,Вячеслав,,
4921,"The CMCS processors shall be capable of responding to correlator hardware inputs (interrupts) in a deterministic fashion with sufficient performance to avoid data loss, corruption or overflows.",Performance Requirements,2002 - evla corr.pdf,0,Вячеслав,,
4932,The CMCS shall be self-monitoring.,Reliability/Availability,2002 - evla corr.pdf,0,Вячеслав,,
4896,The CMIB daughter board shall communicate with the correlator carrier boards via either the PCI or ISA busses.,Communication Network Interface Requirements,2002 - evla corr.pdf,0,Вячеслав,,
